DESeq2 analysis results,,,,,,,,,,
Transcript,Gene Symbol,Name,Entrez ID,baseMean,DESeq2 Log2 Fold Change,lfcSE,stat,pvalue,padj,Log2 Fold Change (Tumor/Non-malignant)
FAM13AOS.285512,,,285512,160.3530182,1.301589437,0.168254714,7.73582746,1.03E-14,9.18E-14,1.055197663
GPRIN3.285513,GPRIN3,G protein-regulated inducer of neurite outgrowth 3 ,285513,92.03111004,-0.606524366,0.186401589,-3.253858349,0.00113849,0.002206842,-0.820961593
COX18.285521,COX18,Mitochondrial inner membrane protein COX18 ,285521,1061.506551,0.098849747,0.054491933,1.814025325,0.069673827,0.097666909,-0.099037581
YIPF7.285525,YIPF7,Protein YIPF7 ,285525,1.131658574,0.195016354,0.380150264,0.512998076,0.607952666,0.663139155,-0.673434478
FRYL.285527,FRYL,Protein furry homolog-like ,285527,2413.421056,-0.029544525,0.079162344,-0.373214382,0.708988893,0.755259913,-0.153398052
RNF175.285533,RNF175,RING finger protein 175,285533,40.74075319,-1.230225609,0.181874246,-6.764155086,1.34E-11,7.78E-11,-1.529116902
LOC285548.285548,,,285548,3.824092872,0.261093088,0.306692744,0.851318114,0.394592665,0.45654758,0.27903865
FAM200B.285550,FAM200B,Putative protein FAM200B,285550,1046.40734,0.070426767,0.065463433,1.075818405,0.282008479,0.339660153,-0.16188839
C4orf37.285555,STPG2,Sperm-tail PG-rich repeat-containing protein 2,285555,1.50905303,0.121498689,0.251827239,0.482468416,0.62947323,0.683030226,-0.035054989
SH3PXD2B.285590,SH3PXD2B,SH3 and PX domain-containing protein 2B ,285590,1492.850401,-1.17282079,0.111558384,-10.51306721,7.52E-26,3.35E-24,-1.31774765
LOC285593.285593,,,285593,5.350621987,0.202920707,0.171409272,1.183837401,0.236477434,0.290584103,-0.008831159
FAM153A.285596,FAM153A,Protein FAM153A ,285596,72.67576529,-0.214629599,0.154559332,-1.388655069,0.164937663,0.211478385,-0.452193326
ARL10.285598,ARL10,ADP-ribosylation factor-like protein 10,285598,48.78016715,-1.102815187,0.148653498,-7.41869649,1.18E-13,9.12E-13,-1.235960115
C5orf36.285600,KIAA0825,Uncharacterized protein KIAA0825,285600,107.0499931,-0.33003976,0.124475499,-2.651443559,0.008014851,0.013437018,-0.492782984
GPR150.285601,GPR150,Probable G-protein coupled receptor 150,285601,1.626055994,-0.281566424,0.285082559,-0.987666259,0.323316124,0.382453466,-0.520707142
DTWD2.285605,DTWD2,DTW domain-containing protein 2,285605,604.7340652,0.103509351,0.092823866,1.115115711,0.26480084,0.321301539,-0.036001929
RELL2.285613,RELL2,RELT-like protein 2,285613,187.5103745,0.993491053,0.109930594,9.037439143,1.6E-19,2.81E-18,0.753856524
NBPF22P.285622,,,285622,0.17752244,-0.687743935,0.541147673,-1.270898813,0.203764649,0.254655891,-1.181647486
LOC285627.285627,,,285627,0.012906084,-0.02558225,0.346251962,-0.073883336,0.941103216,NA,-2.734188509
LOC285629.285629,,,285629,0.321701328,-0.339931498,0.471883687,-0.72037137,0.471296373,0.53216265,-0.578910284
C5orf51.285636,C5orf51,UPF0600 protein C5orf51,285636,2019.426021,-0.150231622,0.054951115,-2.733913967,0.00625864,0.010704316,-0.305340154
SLC36A3.285641,SLC36A3,Proton-coupled amino acid transporter 3 ,285641,0.28944174,-1.244138666,0.430993841,-2.886673885,0.003893375,0.006896322,-1.693546525
KIF4B.285643,KIF4B,Chromosome-associated kinesin KIF4B ,285643,5.175051222,0.945478475,0.188314838,5.020732754,0.000000515,0.00000165,0.781995713
OR2V2.285659,OR2V2,Olfactory receptor 2V2 ,285659,0.049329484,-0.072425869,0.542666393,-0.13346297,0.893827248,NA,-0.734188509
FLJ37543.285668,C5orf64,Uncharacterized protein C5orf64,285668,1.317846796,-0.97178683,0.252941219,-3.841947285,0.000122062,0.000274453,-2.535166562
RNF180.285671,RNF180,E3 ubiquitin-protein ligase RNF180 ,285671,635.6775933,-1.054332807,0.10216035,-10.32037188,5.7E-25,2.19E-23,-1.18775153
SFRS12IP1.285672,SREK1IP1,Protein SREK1IP1 ,285672,1330.171305,-0.403344901,0.082141065,-4.910392876,0.000000909,0.00000282,-0.625058055
ZNF454.285676,ZNF454,Zinc finger protein 454,285676,52.91323817,-0.996189651,0.141102629,-7.060036063,1.66E-12,1.09E-11,-1.168173154
C5orf60.285679,C5orf60,Putative uncharacterized protein C5orf60,285679,1.024712616,1.085877085,0.317783644,3.417032644,0.000633077,0.001277506,0.973630739
LOC285692.285692,,,285692,0.025080974,0.12628663,0.442504776,0.285390433,0.775345036,NA,Inf
LOC285696.285696,,,285696,7.745455072,-0.134006218,0.241749843,-0.554317706,0.579361435,0.636635318,-0.312958395
RGMB.285704,RGMB,RGM domain family member B ,285704,3168.076734,-0.171373787,0.099295498,-1.725896846,0.084365972,0.116209753,-0.334149718
LOC285733.285733,,,285733,0.257367921,-0.264698068,0.469096838,-0.564271695,0.572569242,0.63019476,-0.612197985
LOC285735.285735,,,285735,0.053208143,-0.073588014,0.490509778,-0.150023541,0.880746043,NA,1.551213709
LOC285740.285740,,,285740,0.338588072,0.295732268,0.424196372,0.69715888,0.485703369,0.546226248,0.172702086
C6orf182.285753,CEP57L1,Centrosomal protein CEP57L1 ,285753,180.1365875,-0.089787374,0.068070437,-1.319036243,0.187156996,0.236137273,-0.249816047
PPIL6.285755,PPIL6,Peptidyl-prolyl cis-trans isomerase-like 6 ,285755,140.5164384,0.048733571,0.113981038,0.42755858,0.668972528,0.718957554,-0.098159829
FLJ34503.285759,,,285759,3.33909547,0.532300844,0.272882216,1.950661542,0.051097321,0.073745134,0.345538683
DCBLD1.285761,DCBLD1,"Discoidin, CUB and LCCL domain-containing protein 1",285761,412.2516901,0.257875017,0.07740915,3.331324733,0.000864337,0.00170902,0.134047124
LOC285768.285768,,,285768,2.324749617,-1.648503495,0.23062937,-7.147847183,8.81E-13,6.03E-12,-1.936496685
LOC285780.285780,,,285780,1.058578983,1.226382494,0.397528699,3.085016244,0.00203541,0.003784004,1.286470961
CAGE1.285782,CAGE1,Cancer-associated gene 1 protein ,285782,2.134634437,0.522694442,0.238033694,2.195884259,0.028100229,0.042748023,0.333274458
LOC285796.285796,,,285796,2.275268214,-0.318989324,0.204963415,-1.556323227,0.119631251,0.159136766,-0.536956162
PRR18.285800,PRR18,Proline-rich protein 18,285800,22.01423047,-0.18384802,0.162037132,-1.134604262,0.256541167,0.312548243,-0.360276343
LOC285830.285830,,,285830,89.27267455,-0.797928737,0.132350542,-6.028904189,1.65E-09,7.38E-09,-1.072319985
HCG22.285834,,,285834,3.688070306,-3.468927695,0.355825688,-9.748952388,1.86E-22,5.14E-21,-4.059811088
LOC285847.285847,,,285847,2.101581698,1.163603695,0.277221619,4.197377165,0.000027,0.0000675,1.005220261
PNPLA1.285848,PNPLA1,Patatin-like phospholipase domain-containing protein 1 ,285848,1.974877894,-1.806515588,0.230972115,-7.821357963,5.23E-15,4.86E-14,-1.930216227
TREML4.285852,TREML4,Trem-like transcript 4 protein ,285852,0.536960716,-0.695371983,0.391288519,-1.777133624,0.075546257,0.105113092,-0.997222915
RPL7L1.285855,RPL7L1,60S ribosomal protein L7-like 1,285855,2428.309066,0.158360569,0.062993004,2.513938996,0.011939108,0.019457756,-0.001870003
CNPY1.285888,CNPY1,Protein canopy homolog 1,285888,0.13678549,-1.023256586,0.503424295,-2.032592777,0.042093682,0.061852073,-1.646725668
INTS4L1.285905,,,285905,46.6807347,-0.030020622,0.128740519,-0.233187052,0.815616159,0.847698421,-0.202862734
NCRNA00174.285908,,,285908,401.7808962,0.659805501,0.123362382,5.348514611,8.87E-08,0.000000314,0.46813883
C7orf71.285941,C7orf71,Putative uncharacterized protein C7orf71,285941,0.313359543,-0.077272474,0.43482319,-0.177710104,0.85895065,0.884186716,-0.31915101
LOC285954.285954,,,285954,2.28698447,-0.180780369,0.197431574,-0.915660881,0.359844789,0.420437965,-0.395386596
SPDYE1.285955,SPDYE1,Speedy protein E1 ,285955,15.53823013,0.47025336,0.127142536,3.69863128,0.000216765,0.00046845,0.287133716
C7orf40.285958,,,285958,797.1497426,0.718574067,0.101423703,7.084873096,1.39E-12,9.23E-12,0.426703702
SEPT7L.285961,,,285961,2.847725122,0.468232517,0.179391396,2.610116919,0.009051128,0.01505112,0.271265921
FLJ40852.285962,,,285962,66.35875209,0.150201672,0.119276307,1.259275008,0.207931017,0.259303804,-0.059564742
FAM115C.285966,TCAF2,TRPM8 channel-associated factor 2 ,285966,404.6175922,-0.560940299,0.122937127,-4.562822584,0.00000505,0.0000141,-0.68176954
ZNF775.285971,ZNF775,Zinc finger protein 775,285971,435.4525264,0.80051447,0.10535804,7.598038761,3.01E-14,2.52E-13,0.564700096
ATG9B.285973,ATG9B,Autophagy-related protein 9B ,285973,104.3169755,1.640342368,0.170053784,9.646020993,5.11E-22,1.31E-20,1.43083353
DLX6AS.285987,,,285987,32.56218301,1.201814653,0.296885545,4.048073986,0.0000516,0.000123672,1.26763397
ZNF789.285989,ZNF789,Zinc finger protein 789,285989,317.9063399,0.410012394,0.116811304,3.510040383,0.000448039,0.000925292,0.113257041
LOC286002.286002,,,286002,256.8878693,0.323395899,0.194684087,1.66113165,0.096687009,0.13133725,0.090411255
C7orf53.286006,LSMEM1,Leucine-rich single-pass membrane protein 1,286006,39.3665718,0.7860452,0.156377072,5.026601327,0.000000499,0.0000016,0.552979037
TPI1P2.286016,,,286016,30.20422436,0.008811247,0.102897797,0.085631058,0.931759708,0.943348146,-0.144440946
FLJ10661.286042,,,286042,22.85527873,-0.152052525,0.151191648,-1.005693949,0.314562815,0.373345741,-0.423415824
XKR6.286046,XKR6,XK-related protein 6,286046,37.14971571,0.22095043,0.100359001,2.201600521,0.027693539,0.042149527,0.020402859
NSMCE2.286053,NSMCE2,E3 SUMO-protein ligase NSE2 ,286053,674.2927329,0.418418616,0.080587266,5.192118276,0.000000208,0.000000702,0.165374462
ZNF707.286075,ZNF707,Zinc finger protein 707,286075,500.7208611,0.54291867,0.079009945,6.871523168,6.35E-12,3.87E-11,0.37054733
BREA2.286076,,,286076,8.64972284,0.567250285,0.156884207,3.615725867,0.000299507,0.000634223,0.377615389
FAM83H.286077,FAM83H,Protein FAM83H,286077,4692.13575,0.930672294,0.100420688,9.267734734,1.9E-20,3.79E-19,0.744598225
LOC286094.286094,,,286094,0.037414013,0.15087438,0.526213399,0.2867171,0.774328944,NA,1.073166413
EFHA2.286097,MICU3,"Calcium uptake protein 3, mitochondrial ",286097,246.597577,-0.99046125,0.127731799,-7.754226112,8.89E-15,8.01E-14,-1.159492635
ZNF252.286101,,,286101,2062.803242,0.057948754,0.069981927,0.828053142,0.407640405,0.469337813,-0.099906895
TMED10P1.286102,,,286102,129.1699551,-0.338114595,0.089964209,-3.758323441,0.000171056,0.000375608,-0.482182321
C8orf77.286103,,,286103,72.21185138,1.391376669,0.181235466,7.677176541,1.63E-14,1.41E-13,1.298197026
C8orf31.286122,C8orf31,Uncharacterized protein C8orf31,286122,17.31011891,-1.143061026,0.194391832,-5.880190612,4.1E-09,1.73E-08,-1.413674745
ZFP41.286128,ZFP41,Zinc finger protein 41 homolog ,286128,765.1095683,0.356174622,0.077514051,4.594968482,0.00000433,0.0000122,0.197816883
SCARA5.286133,SCARA5,Scavenger receptor class A member 5 ,286133,110.9829497,-2.401847479,0.279925925,-8.580296643,9.46E-18,1.29E-16,-2.754434601
LOC286135.286135,,,286135,0.056461737,-0.266511681,0.517756633,-0.514743152,0.606732515,NA,-1.734188509
RNF5P1.286140,,,286140,525.6092526,-0.049478763,0.077554274,-0.637988858,0.523480933,0.583305583,-0.242908203
C8orf83.286144,TRIQK,Triple QxxK/R motif-containing protein ,286144,2962.657944,0.413154293,0.087273716,4.73400596,0.0000022,0.00000645,0.202548975
DPY19L4.286148,DPY19L4,Probable C-mannosyltransferase DPY19L4 ,286148,2154.419303,-0.212070699,0.06954104,-3.049576192,0.002291645,0.00422302,-0.385897193
FBXO43.286151,FBXO43,F-box only protein 43 ,286151,19.60467704,1.017233227,0.156960429,6.48082597,9.12E-11,4.78E-10,0.787076771
NKAIN3.286183,,,286183,0.16368944,-0.916904903,0.526856831,-1.740330293,0.081801038,0.11297768,-1.596684986
LRRC67.286187,PPP1R42,Protein phosphatase 1 regulatory subunit 42 ,286187,1.958550102,0.250890808,0.302320193,0.829884389,0.406604152,0.468320635,0.020159163
CRB2.286204,CRB2,Protein crumbs homolog 2 ,286204,9.849304435,0.550803495,0.194187665,2.836449455,0.00456182,0.00799154,0.31020561
SCAI.286205,SCAI,Protein SCAI ,286205,601.0580365,-0.182820724,0.067586056,-2.705006559,0.006830304,0.011616618,-0.341711796
C9orf117.286207,C9orf117,Uncharacterized protein C9orf117,286207,23.64793418,1.265089755,0.194673576,6.498518087,8.11E-11,4.29E-10,1.175046027
C9orf47.286223,C9orf47,Uncharacterized protein C9orf47,286223,32.29382181,-0.378889584,0.160830653,-2.355829424,0.018481402,0.029096307,-0.640686634
C9orf79.286234,SPATA31E1,Spermatogenesis-associated protein 31E1 ,286234,0.427373966,1.617675663,0.465111424,3.478038978,0.000505096,0.001034307,1.950309665
LOC286238.286238,,,286238,0.028834731,0.054115518,0.346251962,0.15628942,0.875804896,NA,Inf
LCN12.286256,LCN12,Epididymal-specific lipocalin-12,286256,76.34297102,-0.991756153,0.216434589,-4.582244262,0.0000046,0.0000129,-1.049684904
C9orf142.286257,C9orf142,Protein PAXX ,286257,1422.365204,0.650687513,0.116846641,5.568730998,2.57E-08,9.82E-08,0.333527893
TPRN.286262,TPRN,Taperin,286262,2035.78666,1.192731558,0.119045578,10.01911688,1.26E-23,4.01E-22,0.950558641
TUSC1.286319,TUSC1,Tumor suppressor candidate gene 1 protein ,286319,1364.727376,0.443147747,0.071991966,6.155516658,7.48E-10,3.5E-09,0.220671524
C9orf109.286333,,,286333,14.08536533,-0.617507739,0.189496238,-3.258680731,0.001119316,0.002172976,-0.69385995
FAM78A.286336,FAM78A,Protein FAM78A,286336,169.186652,0.250236496,0.12493418,2.002946638,0.045183016,0.066031406,0.008157226
C9orf150.286343,LURAP1L,Leucine rich adaptor protein 1-like,286343,403.1353408,-0.045553541,0.128651521,-0.354084747,0.723275373,0.767785244,-0.209355746
LOC286359.286359,,,286359,0.062381755,0.350160065,0.560071979,0.62520547,0.531836212,NA,1.850773991
OR13C9.286362,OR13C9,Olfactory receptor 13C9 ,286362,0.026985514,-0.125197594,0.482075304,-0.259705471,0.795090972,NA,-1.734188509
OR13D1.286365,OR13D1,Olfactory receptor 13D1 ,286365,0.058003653,-0.030576835,0.576898228,-0.05300213,0.957730211,NA,-0.412260415
LOC286367.286367,,,286367,130.8149761,-0.439010904,0.103528861,-4.240468784,0.0000223,0.0000565,-0.317447544
FOXD4L3.286380,FOXD4L3,Forkhead box protein D4-like 3 ,286380,0.366300321,0.774835116,0.437954856,1.769212296,0.076858453,0.106814545,0.694654789
ATP11C.286410,ATP11C,Phospholipid-transporting ATPase IG ,286410,1268.420597,-0.827275162,0.108596219,-7.617900252,2.58E-14,2.18E-13,-0.868718373
RP1-177G6-2.286411,,,286411,0.241009963,0.312100004,0.549918275,0.567538884,0.570348116,0.628101978,0.417814584
H2BFM.286436,H2BFM,Histone H2B type F-M ,286436,0.111791822,-0.62024021,0.579659476,-1.070007884,0.28461576,NA,-1.511796088
YIPF6.286451,YIPF6,Protein YIPF6 ,286451,874.0288625,-0.067283335,0.106023737,-0.634606333,0.525685197,0.585318539,-0.186856035
CXorf59.286464,CXorf22,Uncharacterized protein CXorf22,286464,1.62883551,2.164356602,0.413103986,5.239253741,0.000000161,0.000000553,2.963327813
LOC286467.286467,,,286467,11.80296496,1.773902815,0.309517878,5.731180455,9.97E-09,4.04E-08,1.828053915
FAM133A.286499,FAM133A,Protein FAM133A,286499,6.339347651,-0.357829457,0.251726276,-1.421502205,0.155170813,0.200419799,-0.634252976
MAGEB18.286514,MAGEB18,Melanoma-associated antigen B18 ,286514,0.017178871,-0.017326686,0.346251962,-0.050040686,0.960089966,NA,1.172702086
TMSB15B.286527,TMSB15B,Thymosin beta-15B,286527,89.71218287,-0.523518991,0.17125955,-3.056874726,0.002236577,0.004128701,-0.81699457
P2RY8.286530,P2RY8,P2Y purinoceptor 8 ,286530,218.8695728,-0.006712469,0.147321505,-0.045563401,0.96365824,0.970353834,-0.260151788
BCORL2.286554,,,286554,8.712986806,-0.118981202,0.246079955,-0.483506272,0.628736307,0.682424145,-0.373598794
ILDR1.286676,ILDR1,Immunoglobulin-like domain-containing receptor 1,286676,1263.612229,-0.415770318,0.112539893,-3.694426085,0.000220384,0.000475787,-0.440278471
STON1-GTF2A1L.286749,,,286749,31.81664256,-1.519701901,0.365510818,-4.157748077,0.0000321,0.0000795,-1.740169695
TUSC5.286753,TUSC5,Tumor suppressor candidate 5 ,286753,1.899002258,-0.543343016,0.266159833,-2.041416279,0.041209468,0.060645982,-0.972845985
LIN9.286826,LIN9,Protein lin-9 homolog ,286826,177.2959221,-0.159309385,0.081944829,-1.944105403,0.051882742,0.074748972,-0.333741438
TRIM59.286827,TRIM59,Tripartite motif-containing protein 59 ,286827,269.3868052,0.494955044,0.095142616,5.202243376,0.000000197,0.000000667,0.286226182
KRT6C.286887,KRT6C,"Keratin, type II cytoskeletal 6C ",286887,14.84978167,-1.832351009,0.250267454,-7.321571297,2.45E-13,1.82E-12,-2.174152023
NCRNA00204B.286967,,,286967,12.49207537,0.525072099,0.149761027,3.506066369,0.000454782,0.00093861,0.252514668
TRIM42.287015,TRIM42,Tripartite motif-containing protein 42,287015,0.173934734,-0.435389632,0.553712584,-0.786309803,0.431686011,0.493407026,-0.786655929
C4orf10.317648,,,317648,767.4272365,-0.170116047,0.051948442,-3.274709313,0.001057707,0.002061533,-0.390069173
EIF4E3.317649,EIF4E3,Eukaryotic translation initiation factor 4E type 3 ,317649,1771.261577,-0.744889158,0.082686776,-9.008564544,2.09E-19,3.62E-18,-0.935564194
FAM149B1.317662,FAM149B1,Protein FAM149B1,317662,1083.394611,-0.059827596,0.058681932,-1.019523274,0.30795461,0.366366398,-0.243081406
RFESD.317671,RFESD,Rieske domain-containing protein,317671,85.96949394,-0.01208129,0.083248057,-0.145123992,0.884612976,0.904905953,-0.225882745
VN1R2.317701,VN1R2,Vomeronasal type-1 receptor 2 ,317701,0.936723023,1.152539631,0.338098287,3.408889295,0.000652279,0.001313623,1.008315268
VN1R4.317703,VN1R4,Vomeronasal type-1 receptor 4 ,317703,0.031746458,0.14579609,0.448238392,0.32526462,0.744980805,NA,Inf
VN1R5.317705,VN1R5,Vomeronasal type-1 receptor 5 ,317705,0.307472404,0.828418207,0.460100474,1.800515876,0.071779219,0.100316807,0.850773991
X.317712,,,317712,0.013491038,0.045859954,0.346251962,0.13244677,0.894630924,NA,Inf
BASE.317716,,,317716,0.892734668,2.095083373,0.511250515,4.097958462,0.0000417,0.000101252,3.326507422
KLHL10.317719,KLHL10,Kelch-like protein 10,317719,10.27440985,-1.071244861,0.14090256,-7.602735258,2.9E-14,2.44E-13,-1.294798213
DHRS4L2.317749,,,317749,1009.930748,0.120015005,0.108273227,1.108445815,0.267669328,0.324370597,-0.180876768
MESTIT1.317751,,,317751,6.644587838,-1.726714904,0.20489081,-8.427488293,3.53E-17,4.43E-16,-1.987053283
POTED.317754,POTED,POTE ankyrin domain family member D ,317754,1.066472143,1.909640515,0.492265974,3.879286024,0.000104764,0.000238388,2.13088191
C14orf39.317761,SIX6OS1,Protein SIX6OS1 ,317761,26.13683,1.440081477,0.188279383,7.648641348,2.03E-14,1.74E-13,1.270605387
CCDC85C.317762,CCDC85C,Coiled-coil domain-containing protein 85C,317762,3246.428277,0.131391138,0.073050009,1.798646443,0.072074626,0.100692879,-0.050824001
HIST2H2AB.317772,HIST2H2AB,Histone H2A type 2-B,317772,2.669276711,1.386697907,0.264576422,5.241199855,0.00000016,0.000000547,1.279207084
DDX51.317781,DDX51,ATP-dependent RNA helicase DDX51 ,317781,1228.443926,0.207564657,0.065855313,3.151828567,0.001622515,0.003065855,-0.01184807
NCRNA00203.319085,,,319085,0.664861365,-0.336715461,0.334527984,-1.006538995,0.314156363,0.372935534,-0.560856907
TAAR6.319100,TAAR6,Trace amine-associated receptor 6 ,319100,0.065591786,-0.535577737,0.561095806,-0.954521013,0.339819978,NA,-2.149226009
KRT73.319101,KRT73,"Keratin, type II cytoskeletal 73 ",319101,1.994292005,2.834353058,0.446777358,6.343994398,2.24E-10,1.12E-09,3.444955022
SNORD8.319103,,,319103,0.007670866,0.029348825,0.346251962,0.084761469,0.932451027,NA,Inf
ZAR1.326340,ZAR1,Zygote arrest protein 1 ,326340,0.173872212,1.259944144,0.541512667,2.326712229,0.019980587,0.031248252,1.850773991
EMR4P.326342,,,326342,5.175582762,0.176263467,0.216419661,0.814452188,0.415385952,0.47708533,-0.054589135
MT1DP.326343,,,326343,14.00608942,0.438831362,0.219745754,1.996995867,0.045825632,0.066858171,0.124605376
RAB37.326624,RAB37,Ras-related protein Rab-37,326624,189.4358938,-0.634775157,0.150889432,-4.206889431,0.0000259,0.000065,-0.968203799
MMAB.326625,MMAB,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial ",326625,3078.638947,0.501841851,0.108502225,4.625175686,0.00000374,0.0000106,0.195339673
